price,sqft_living,bedrooms,floors,zipcode
304700,740,2,1,98133
568000,2050,3,1,98136
385000,1230,3,1,98034
345000,1210,3,3,98103
435000,1890,3,1,98125
579000,1870,2,1,98053
236000,1330,3,1,98002
305100,1590,3,1,98058
368000,1710,3,1,98028
255000,1200,2,1,98198
400000,1140,2,1,98136
440000,2240,3,1,98125
417000,920,2,1,98118
435000,800,2,1,98107
475000,1980,4,1,98155
563500,2800,4,2,98019
285000,1680,3,2,98092
471000,2330,4,2,98045
500000,2240,4,1.5,98008
640000,2140,3,2,98074
442500,2170,4,2,98019
213400,1150,3,1,98055
831000,2030,4,1.5,98103
325000,1350,3,1,98019
425000,910,2,1,98107
550000,2700,4,1,98136
599950,3730,4,2,98042
1225000,2740,4,2,98039
750000,2050,4,2,98112
290000,2390,4,2,98057
270000,1990,4,1,98002
229950,1300,4,1,98001
234999,1330,3,1,98188
265000,1000,2,1,98019
367300,2190,4,2,98001
550000,1380,3,1.5,98122
743700,2610,4,2,98053
352750,1060,2,2,98144
403950,710,2,2,98102
980000,2730,4,1.5,98119
585000,2470,4,2,98070
554000,1760,3,1,98005
546000,1530,3,2,98007
280000,1610,2,1.5,98065
212500,1030,2,1,98168
739000,2800,4,2,98014
428000,1310,3,1,98103
965000,3160,4,1,98072
364900,2500,3,2,98031
559000,2070,3,1,98117
213000,1980,4,1,98023
620000,2590,3,2,98125
240000,1910,4,1.5,98106
852500,2630,3,1,98006
600000,2630,3,2,98019
410000,1960,3,2,98065
328000,1440,3,2,98019
625000,2210,3,1,98005
649950,2350,4,2,98077
235000,1590,3,1.5,98166
489000,1500,3,2,98107
536000,1900,3,2,98075
400000,2370,4,2.5,98056
398000,1720,3,2,98136
379000,2020,4,1,98059
345000,1340,2,2,98144
365000,1800,3,2,98126
315000,1480,3,2,98106
571000,2750,4,1.5,98125
1025000,3760,5,2,98033
695000,2540,3,2,98074
225000,1760,3,1,98042
740000,3000,3,2,98053
315000,1930,4,2,98031
1230000,3040,4,2,98040
420000,860,2,1,98117
310000,1420,3,1,98056
700000,2080,3,1,98117
269000,1560,3,2,98038
369990,1960,4,2,98056
800000,1620,3,2,98119
569000,3670,5,1,98155
175000,1930,6,1,98146
440000,1290,3,3,98103
435000,1970,5,1,98024
345000,1540,3,1,98155
558000,2180,4,1,98122
475000,1490,2,1,98092
490000,2220,3,2,98027
335000,2430,3,1,98059
350000,1392,2,1.5,98070
100000,1120,4,1,98057
417500,1390,4,1.5,98177
253000,2040,3,1,98188
1240000,2830,5,2,98105
490000,3020,4,2,98042
470000,2290,3,1,98155
483300,1210,4,1,98006
659000,2510,3,2,98075
480000,2320,4,1,98144
165000,970,3,1,98168
659500,1820,3,1,98115
219900,970,3,1,98003
315000,1740,2,1,98118
250000,1590,3,1,98031
268000,1380,2,1,98108
380000,1680,4,1,98177
499000,1220,2,1,98117
285000,1651,2,1,98070
183000,1330,3,1,98092
1070000,2940,3,2,98105
429000,1410,3,3,98103
403000,1100,2,1,98144
375500,1530,3,1,98155
1795000,5270,5,2,98040
516200,2110,3,1,98118
385000,1720,4,1,98034
515000,1800,3,2,98034
375000,2210,4,2,98148
650000,2560,4,2,98034
306888,1010,2,2,98056
870000,3340,4,2,98126
310000,1740,4,1.5,98133
251750,1320,3,1,98031
366000,1520,3,1,98011
429950,2010,3,1,98125
710000,2440,3,2,98005
895000,2550,5,1,98004
149500,1010,3,1,98198
310000,1780,3,1,98106
555000,2180,3,1.5,98126
750000,2750,5,2,98033
745000,3490,4,2,98075
695000,2550,3,2,98053
433000,1870,3,1,98118
307000,1150,4,1.5,98155
655275,2050,3,1,98006
392000,1940,4,2,98038
1180000,3630,5,1.5,98033
359950,1890,3,2,98133
360000,1630,4,1,98077
566000,2440,4,1,98117
700000,3100,5,2,98125
415000,2090,3,2,98056
199500,920,3,1,98001
749000,1580,3,1.5,98117
680000,1760,3,1,98136
400000,2530,4,1,98011
608000,2490,4,1,98011
589900,3870,4,2,98027
480000,2732,5,1,98003
1059500,3230,5,2,98117
915000,2930,6,2,98006
695000,3510,4,2,98065
899900,2580,4,2,98033
499950,1060,2,2,98102
533112,2790,4,2,98045
303210,2009,4,2,98092
525000,2880,5,2,98059
399950,710,2,2,98102
850830,2070,3,1.5,98102
371500,1370,3,1,98133
522000,1730,3,1,98052
588000,1680,4,1,98115
276900,1350,2,1,98045
248000,1510,5,1,98168
280000,1860,3,2,98023
495000,3440,6,2,98057
665000,4250,6,2.5,98118
290300,860,2,1,98057
527000,1640,2,1,98105
487028,1295,2,2,98122
325000,1790,3,1,98065
799000,2210,3,1.5,98144
7062500,10040,5,2,98004
354000,940,3,1,98052
262500,1160,3,1,98118
560200,1990,3,2,98075
220000,1050,3,1,98146
650000,1030,2,1,98116
435000,1420,3,3,98133
800000,2690,4,2,98119
1010000,3760,4,2,98052
200000,700,2,1,98056
295000,2100,5,2,98178
580379,2240,4,1.5,98075
875000,3470,4,2,98077
515000,3370,3,2,98133
599000,2790,4,2,98077
285000,1870,3,2,98042
290000,1520,3,1,98038
355000,750,1,1,98059
381000,1460,3,1,98155
571000,2600,3,2,98011
852600,3320,4,2,98006
1085000,2340,5,2,98144
371000,890,3,1,98125
514000,1720,3,1,98136
386000,1270,3,2,98199
464000,2180,4,2,98059
335000,2030,4,1,98059
740000,2490,4,2,98125
465000,1470,4,1,98125
700000,2500,3,1,98177
785000,4500,3,2,98092
350000,1460,3,2,98126
148000,620,1,1,98106
530000,1550,3,1,98117
349000,1430,3,3,98103
240000,1360,3,1.5,98045
330000,2210,3,2,98023
735000,2460,4,1.5,98115
545000,2180,3,1,98075
214950,1570,3,1,98042
657500,4140,4,2,98092
476000,1140,3,1.5,98199
2888000,8670,5,2,98177
110000,800,2,1,98168
292000,2414,4,2,98002
317000,1160,3,1,98125
455000,3170,4,2,98001
1365000,4210,5,2,98006
460000,2060,3,1,98126
405000,1640,3,1,98125
333000,720,2,1,98117
427000,1860,4,1.5,98112
742000,2810,4,2,98075
465000,2090,4,1,98133
809950,3280,4,2,98074
619400,2090,4,1.5,98115
762400,2430,3,1,98040
535000,2520,5,2,98027
881000,2510,5,1.5,98144
813000,3370,4,1,98144
234000,1640,3,1.5,98002
308900,2250,3,2,98092
450000,2300,4,1,98045
547500,1650,3,3,98103
399950,710,2,2,98102
516000,2550,4,2,98065
250000,982,2,2,98133
475000,1630,3,2,98029
415000,2550,4,2,98059
545000,1240,2,2,98117
329950,2456,3,2,98023
1325000,3200,5,1,98004
784000,3950,3,1.5,98053
610750,2180,4,2,98074
578000,3140,4,1,98057
1485000,4030,4,2,98033
501000,1970,3,1,98057
465250,1940,5,1.5,98177
2250000,4860,5,1.5,98112
1095000,3064,0,3.5,98102
315000,970,2,1,98118
900000,2460,4,1,98007
789500,3010,4,2,98052
678500,2460,3,1,98136
342500,2080,3,1,98022
860000,3960,4,2,98075
306000,2490,4,2,98092
580000,2060,5,2,98105
405000,1330,3,1,98074
510000,1600,3,1,98034
173000,820,2,1,98055
210000,1200,4,1,98092
445000,1050,3,1,98115
585000,1910,3,2.5,98199
381000,1800,3,1,98155
890000,2060,3,1,98033
235000,1840,3,1,98030
480000,1250,3,3,98103
575000,1510,2,1.5,98199
350000,2300,4,1.5,98144
259000,1490,4,2,98198
599000,2820,5,1,98117
210000,1130,4,1,98023
1184000,3200,4,1.5,98115
545000,1510,3,1.5,98105
299995,1970,3,2,98092
440000,1210,3,1.5,98136
699000,3280,4,2,98053
795000,2420,3,1,98034
445000,2460,5,1.5,98108
397990,1180,3,1,98177
706000,1900,3,1,98105
363000,1651,3,2,98133
850000,2130,4,2,98040
620000,1430,2,1.5,98112
1228000,5730,4,2,98074
333000,1910,4,1,98059
743000,2110,3,1,98040
448000,1630,2,1,98107
485000,2470,4,2,98092
489950,2640,4,1,98092
498500,2990,5,2,98059
531000,2120,3,2,98011
670000,2050,3,1,98116
310000,1880,5,1,98106
835000,2790,3,2,98198
1688000,3000,4,2,98105
495000,2140,4,2,98133
495000,1769,3,1,98166
440000,1710,3,1.5,98133
280000,420,1,1,98108
1070000,3270,4,2,98006
1034500,2370,4,2,98004
248000,1770,4,2,98038
294000,2210,4,1,98092
561000,1710,3,2,98029
656500,2710,4,1,98115
660000,2340,3,2,98103
370000,1220,2,1,98033
349950,1060,3,1,98052
223000,910,2,1,98058
560000,1880,4,1.5,98107
594000,1870,4,2,98115
600000,1480,3,2,98122
315000,1880,3,2,98031
430000,1890,4,1,98125
440000,1560,3,1,98034
312500,1070,2,2,98103
1240000,4410,5,2,98052
300000,1470,3,2,98108
680000,2570,3,2.5,98029
336750,1170,2,2,98027
822500,2320,5,2,98103
589000,2440,4,2,98034
863000,4120,4,2,98074
210000,1440,2,1,98198
206135,1340,3,1,98030
1125000,3010,6,2,98103
285000,1840,3,1,98118
230000,930,2,1,98168
845000,4070,4,2,98045
350000,1820,3,1,98155
304000,1280,3,1.5,98155
370000,900,2,1,98117
810000,1980,3,1,98008
440000,2010,4,1,98034
1030000,2750,4,2,98103
775000,3140,4,1,98199
1335000,4200,5,2.5,98112
235000,1900,3,1,98168
499950,1830,3,1.5,98103
622500,3320,5,2,98072
300000,2700,4,1,98030
205000,1290,3,1,98023
435000,1500,3,1,98034
697000,3650,4,1.5,98077
153000,1270,3,1.5,98178
454000,2630,4,2,98042
345000,1800,2,1,98092
585000,1870,3,1.5,98107
380000,2540,4,2,98055
250600,1930,4,1,98001
890000,2770,4,2,98040
370000,2220,4,2,98059
369500,1650,3,1,98125
883000,3670,4,2,98074
950000,3770,4,2,98053
615000,2350,3,1,98074
305000,1210,3,1,98106
590000,2010,4,2,98029
485000,1580,3,2,98029
215000,710,2,1,98178
430000,1910,3,1.5,98074
324900,1880,4,2,98038
849900,2280,2,2,98070
975000,3100,5,1,98040
910000,2350,5,2,98112
459950,1850,3,1,98166
325000,2070,3,2,98030
513000,2020,4,1,98126
475000,1580,3,1,98074
419000,2690,4,2,98058
760000,2420,4,1,98146
1120000,2540,5,2,98136
129000,1150,2,1,98055
725000,3210,5,1,98007
580000,2040,3,2,98052
385000,1920,3,1,98133
265000,1900,4,1,98002
1735000,4310,3,1.5,98177
330000,1070,3,2,98116
665000,2790,4,2,98077
799000,2860,3,2,98199
589000,2250,3,1,98116
1695000,3170,2,2,98109
538000,1460,3,1,98103
530100,1540,3,1.5,98117
718500,2910,3,2,98118
299000,1180,3,1,98059
556000,1640,3,1,98126
171000,1520,4,1,98188
540000,3610,5,2,98038
250000,1400,3,2,98042
795000,3200,4,2,98029
575000,1384,3,2,98102
379500,1410,3,2,98027
385000,2050,4,2,98059
415500,1750,4,2,98028
397500,1510,3,1,98034
530000,1930,3,2,98125
883000,2960,4,2,98072
850000,2920,5,1,98027
496752,1980,2,1,98144
330000,1430,3,1,98125
735000,2450,4,2,98029
525000,2360,4,2,98028
269950,1890,3,2,98168
650000,2140,3,1,98004
520500,1900,3,1,98115
652500,2700,4,2,98029
506000,2430,5,1,98008
416000,1110,3,1,98008
500000,2280,4,1,98059
460000,1550,3,1,98115
371025,1530,3,1,98011
576000,2440,4,2,98028
353500,1760,4,2,98058
1735000,3040,4,2,98105
183000,1070,3,1,98002
763101,1990,3,1,98105
460000,1090,2,1,98116
825000,1890,4,1.5,98116
265000,1000,3,1,98059
295000,1770,3,1,98148
418000,2360,4,1,98118
554000,3380,3,2,98058
534500,1700,3,2,98029
690000,1600,2,1,98112
530000,2050,4,2,98029
357186,1210,2,2,98029
300000,1940,5,1,98168
304000,1810,4,1,98058
385000,1690,4,1,98144
415000,1800,4,1,98115
963000,3280,4,2,98006
792500,4290,4,2,98051
309212,1150,3,1,98045
235000,880,2,2,98133
667000,1720,3,2,98107
470000,1510,3,1,98007
375000,1240,4,1,98122
410000,1580,4,1,98033
566000,2170,4,2,98074
680000,2500,4,2,98053
332000,960,1,1,98112
902000,3030,4,2,98033
500000,1540,3,1,98040
445000,1890,3,1.5,98070
825000,2810,4,1,98006
1095000,3530,4,2,98199
277000,1100,3,1,98118
545000,1940,3,1,98034
435000,2300,3,2,98019
638000,2110,3,2,98052
418000,1220,4,1,98008
499000,1750,3,1,98052
150000,1230,3,1,98168
759950,3100,3,2,98075
427000,1830,3,1,98045
632500,2640,5,2,98053
660000,1840,6,1,98122
862000,3190,4,2,98077
524000,1120,2,1.5,98109
470000,1760,3,1,98118
385000,1590,3,2,98070
575000,2120,4,2,98027
220000,2240,4,1,98023
460000,890,2,1,98107
1712500,2940,3,3,98109
175000,1220,3,1,98001
465000,2670,3,1,98166
552000,1120,3,1,98117
565000,3130,4,2,98030
518000,1740,4,1,98052
899950,3290,4,2,98034
373000,1770,3,1.5,98126
385000,2960,4,2,98038
245000,1200,2,1,98106
375000,2400,4,2,98011
699850,2690,4,2,98075
450000,3550,6,1,98125
455000,1310,2,1.5,98052
650000,2610,4,3,98103
378000,2760,5,1,98125
220000,1410,3,1,98178
285500,1960,4,1,98023
340000,1212,3,3,98125
921000,2220,4,1,98004
375000,2040,4,1.5,98038
999000,2800,4,2,98075
335000,2040,3,1,98118
1920000,3070,4,1,98039
385000,830,2,1,98070
850000,4140,4,2,98034
429000,2340,5,2,98059
523950,1420,3,3,98103
798800,2670,3,1,98056
284000,1880,3,2,98042
852880,3450,4,2,98074
320000,1200,3,3,98133
749995,3430,4,2,98011
468500,1350,3,2,98117
492500,2570,5,2,98019
685000,2840,4,3,98125
542525,2650,4,2,98059
435000,1980,3,3,98136
242000,1280,3,1.5,98031
325000,2610,4,2,98023
837700,3010,5,2,98052
210000,930,1,1,98133
187500,1180,3,1,98023
560000,1710,5,1.5,98126
272000,1380,3,1,98001
235000,1190,3,1,98092
259000,1870,3,1,98030
866059,3130,5,2,98006
473000,900,2,1,98117
405000,1880,3,1,98155
870000,3010,4,2,98115
475000,2280,3,1,98116
499500,2970,3,2,98059
386000,1620,2,2,98065
458000,1550,4,1.5,98105
550000,2240,3,2,98070
605500,2830,3,2,98072
421000,2890,3,2,98188
536000,1990,4,2,98029
247200,1370,3,1,98042
250000,1088,2,2,98034
204950,1740,4,1,98023
430000,1730,3,1,98027
250000,1800,4,2,98038
260000,1440,3,1,98168
547000,1720,4,1.5,98115
379900,2800,5,2,98106
738500,2300,3,1,98053
545000,2030,4,1,98052
342000,740,2,1,98118
4668000,9640,5,1,98040
170000,1920,4,1,98188
616000,2490,4,2,98074
640000,1380,3,1,98119
332000,1530,3,1,98059
1010000,2420,3,2,98109
380000,2150,4,2,98042
415000,1610,4,1,98056
1008000,2650,4,2,98103
669000,2700,4,2,98077
260000,1270,3,1,98155
854000,3150,4,1,98052
605000,2010,3,2,98052
320000,860,3,1.5,98133
229950,1410,3,1,98058
255000,1700,3,1,98030
1170000,2570,4,2,98004
479000,1230,2,2,98112
1200000,4170,4,2,98059
472000,1180,3,3,98119
198000,1430,3,1,98023
440000,1450,4,1.5,98034
506000,2180,3,1,98177
382500,2210,4,2,98031
269500,1480,2,1,98056
560000,2340,3,1,98118
840000,3860,4,2,98077
479500,2300,3,2,98065
402000,1450,3,1,98034
549000,1380,2,3,98103
449950,2470,4,2,98065
493000,2030,4,1.5,98034
142500,1440,4,1,98166
250000,1160,3,1,98002
729000,1580,3,2,98102
465000,1430,2,2,98112
465000,1494,2,2,98070
280000,1930,4,1,98030
675000,2740,6,1,98146
667500,1880,3,1,98115
809000,2590,3,2,98007
400000,2140,3,2,98019
310000,1870,4,1.5,98125
435000,1230,2,1,98115
465950,2340,4,2,98059
1538000,2880,3,1,98033
253000,880,3,1,98178
330000,3040,3,2,98092
554000,1120,4,1.5,98177
350000,1380,3,3,98122
294999,1660,4,2,98030
1185001,2500,3,2,98112
752000,2940,4,2,98059
451000,1670,4,2,98029
725000,2630,4,2,98052
345000,2250,4,1,98058
206000,1320,3,1,98002
2027000,4100,4,1.5,98040
2475000,4340,3,2,98107
1728000,3700,4,1,98004
580000,2700,5,1,98007
430000,980,3,1,98116
720000,2650,4,2,98033
824000,3670,7,2,98199
936000,2960,3,1,98116
535000,3070,4,2,98059
286800,1413,3,2,98031
350000,1260,2,3,98103
345000,1680,3,2,98155
435000,1230,3,2,98199
1555000,4360,3,2,98103
1325000,4420,4,2,98075
461000,2770,3,2,98056
770000,2910,3,2,98052
1384000,4290,4,1,98006
330000,1600,3,2,98019
322500,1820,4,2,98038
1600000,6050,6,2,98024
475000,1700,3,1,98125
250275,790,2,1,98166
274500,1720,3,1,98023
284950,990,3,1,98059
264950,1770,4,1,98042
242000,1260,3,1,98038
913000,3640,4,2,98075
555000,2040,3,1,98116
711000,1980,4,1,98040
403500,3600,5,1,98166
975000,4270,4,1,98053
253779,2030,4,1.5,98188
384400,1689,3,3,98125
646000,2870,5,1,98107
415000,1270,3,1,98126
764000,2790,4,2,98074
507000,3850,5,2,98092
545500,1560,3,1.5,98108
450000,1180,3,1,98117
264000,1820,4,1,98031
650000,1260,5,1.5,98119
365000,2640,3,2,98058
343566,1100,2,1,98136
375000,1950,3,2,98155
295000,1380,3,1,98148
325000,2200,3,1,98058
265000,2050,4,1,98001
562000,2795,5,2,98019
540000,2050,4,2,98077
4489000,6430,4,2,98004
279950,2150,5,1,98031
540000,1970,3,1,98177
310000,2660,4,1,98003
190000,720,1,1,98118
440000,2410,4,2,98065
1400000,2020,3,1.5,98199
230000,1080,2,1,98058
455000,1180,3,1,98045
175000,660,2,1,98106
650000,2920,3,1,98006
3000000,4850,4,2,98034
192500,1080,3,1.5,98168
239950,1670,3,1,98023
175000,1370,6,1.5,98106
850000,3450,5,1,98033
410000,1970,4,1,98166
570000,2290,4,2,98029
469000,2240,5,1,98177
559000,1240,2,1,98126
739888,2420,3,2,98075
568450,3260,5,2,98042
240000,670,2,1,98146
574950,3160,5,2,98027
180000,1990,3,2,98198
1160000,4680,4,2,98006
300000,1700,3,2,98108
630000,2807,4,2,98028
507000,1770,4,1,98052
287500,2570,4,1,98023
688000,3450,3,2,98074
424000,1670,3,1,98034
400000,1050,3,1.5,98116
620000,1910,4,2,98027
300000,910,3,1,98034
615000,2480,5,2,98074
206000,1820,2,2,98168
515500,2920,4,2,98019
554000,1870,5,1,98155
825000,3810,4,2,98146
855000,2190,4,2,98119
315000,1730,3,2,98038
299000,2220,5,1,98058
650000,1320,3,1,98004
465000,1510,3,1,98126
535000,2120,3,2,98053
564000,1690,2,1,98053
515000,1360,3,2,98107
580000,3250,4,2,98059
309000,1490,3,2,98106
536751,1930,3,1,98065
415000,2020,4,2,98059
267000,1584,3,2,98002
820000,3170,4,2,98033
1399950,3870,4,2,98033
485000,1430,2,3,98103
482000,1380,3,3,98103
535000,2610,4,2,98028
690000,1540,3,3,98103
576000,1940,3,1,98117
378750,2160,3,1.5,98118
269900,1530,4,1.5,98058
210000,1440,3,1,98092
429900,2640,4,2,98058
1525000,3620,4,2,98119
360000,2850,4,2,98038
405000,1260,2,1,98103
450000,1610,3,1,98033
703000,1360,3,1.5,98116
661000,2496,4,2,98052
580000,2160,4,1,98008
464000,1320,3,2,98122
945000,2540,2,2,98116
659500,2620,4,1,98006
200000,1140,3,1,98168
280000,1790,3,1,98092
1325000,2440,4,2.5,98119
346150,2140,3,1,98056
197500,1330,3,2,98022
799000,2590,4,2,98115
1309500,4750,4,2,98118
350000,1620,2,1,98034
720000,2440,4,2,98053
519000,2020,3,1,98166
590300,1470,3,2,98118
2200000,5990,5,2,98027
410000,2520,6,1,98155
437000,1440,2,1,98053
221000,1640,3,1,98003
380000,2150,4,1,98028
506000,1570,2,1,98177
395000,1980,4,1,98027
285000,1210,3,1.5,98117
311000,1900,3,1.5,98118
520000,1940,3,1,98038
435000,1310,3,1,98117
120000,990,2,1,98042
1440000,3870,3,2,98102
186000,1340,3,1,98002
756000,2160,4,1,98119
248000,2080,4,1,98178
287000,1300,3,1.5,98168
510000,2610,4,2,98155
249000,1050,3,1,98031
340000,2480,3,2,98058
399888,1820,4,1.5,98133
440000,1170,3,1,98052
899000,2370,4,1,98177
540500,3090,5,2,98148
385000,2310,3,1,98030
558000,2060,4,1,98006
600000,2540,3,1,98022
450000,2400,4,2,98059
232500,1320,3,1,98023
436000,790,2,1,98122
240000,1790,4,1,98198
489950,1820,3,2,98034
680000,1670,6,1,98105
1068000,3990,5,2,98059
352450,1430,3,1,98155
335000,2030,4,1,98022
549000,1290,4,2,98103
1240000,3820,4,2,98004
618250,2520,4,1.5,98115
1815000,3880,5,2,98040
850000,1590,2,1.5,98199
930000,3530,5,1.5,98144
505000,1610,3,2,98029
925000,3280,4,2,98053
275000,1860,3,1,98023
499000,1840,3,1,98117
507000,2120,3,2,98133
619850,2270,4,1,98006
500000,2840,3,1,98014
310000,1220,4,1,98014
646000,2310,4,2,98117
265000,1840,3,1,98023
475000,950,3,2,98102
600000,3070,4,2,98034
470000,1730,3,1,98038
319950,920,2,1,98146
712000,3200,3,2,98075
775000,3010,4,2,98075
390000,1600,3,1,98034
585000,2840,4,2,98034
1027000,2430,3,2,98004
232603,1750,3,2,98002
543000,1240,3,3,98103
607500,1530,3,3,98107
750000,3390,3,2,98059
728050,2320,3,1,98053
734990,2650,4,2,98053
330000,2238,3,2,98023
605000,2620,4,2,98056
441000,1910,3,1,98034
650000,3040,4,2,98053
1950000,4640,7,2,98040
395000,1500,3,1,98117
245000,380,1,1,98168
905000,2970,4,2,98040
660000,3030,4,2,98029
378000,1890,4,1,98045
600000,1040,2,1,98112
632500,2090,4,2,98074
210000,1680,2,2,98002
754800,2770,2,2,98053
175000,1020,2,1,98002
455000,1470,3,2,98029
450000,1430,3,1,98103
790000,2050,4,1,98155
480000,2080,4,1,98117
850000,2870,3,2,98136
725000,3940,4,2,98059
380000,1520,3,1,98136
979000,1700,3,1,98004
359950,1940,3,1,98178
665900,2870,4,2,98146
812000,3240,3,2,98074
203000,1150,3,1,98168
456000,1440,3,1,98075
547000,2200,5,1.5,98103
280000,1470,3,1,98198
640000,1760,2,1,98103
477000,1780,3,1,98011
455000,2450,4,1,98166
587206,1890,3,2,98103
425000,2540,3,2,98059
511500,1360,4,1.5,98115
218000,1310,2,2,98038
332000,1510,3,1,98166
291000,1860,3,1,98042
279000,2200,4,1,98058
950000,3360,4,2,98033
970500,2470,3,2,98040
412000,1260,2,1,98117
400000,1430,3,1.5,98133
200000,1230,3,1.5,98002
397000,2320,4,2,98045
715000,3290,4,2,98075
371000,2550,4,2,98038
458000,1870,3,2,98011
436500,3110,5,1,98011
329950,1820,3,2,98055
950000,3050,3,1,98198
282000,1890,4,2,98030
250000,800,1,1,98168
1135000,6900,6,2,98077
400000,2670,4,2,98092
681500,3260,5,1,98008
200000,860,2,1,98168
1300000,3366,5,2.5,98199
1462497,3840,5,3,98144
995000,3850,4,2,98006
355000,2040,4,2,98146
425000,1790,3,1,98072
869000,3740,4,2,98072
915000,2660,3,2,98122
2110000,3230,3,2,98006
925000,3140,4,1,98040
2400000,5480,6,2,98119
390000,1160,3,1.5,98106
330000,1860,3,2,98038
482500,1630,4,1,98125
525000,1750,3,3,98107
237000,1300,3,1,98056
205000,960,3,1,98002
623000,1850,3,2,98033
565000,3260,4,2,98059
400000,2420,4,1,98133
405000,1460,3,1.5,98074
337000,2240,4,2,98155
355000,1240,2,1,98070
885000,2060,3,1,98040
420000,2280,5,1,98177
448000,2510,4,2,98038
800000,3150,4,2,98075
830000,2780,5,2,98007
725000,2380,6,2,98105
780000,2140,3,2,98103
325000,840,2,1,98136
488800,2170,4,1,98006
1320000,4410,4,2,98006
489000,2120,4,1,98125
1240000,6630,7,2,98006
595000,3290,3,2,98056
359900,2290,5,1,98058
1080000,4910,3,2,98007
925000,3730,4,2,98074
625000,2440,3,2,98106
339990,2570,3,2,98092
775950,2970,4,2,98052
420000,2630,5,2,98056
654000,1530,3,2,98122
725000,3690,3,2,98065
375000,1230,2,2,98107
1100000,2200,3,1,98004
639500,2330,4,2,98052
849000,2160,4,1.5,98116
418000,1550,4,1,98008
442900,1780,4,1,98199
750000,2610,3,1.5,98117
930000,3290,3,2,98052
565000,1330,2,1,98199
874150,3530,4,2,98034
545000,2090,4,2,98029
500000,2040,4,1,98006
687000,2370,4,2,98033
810000,2810,4,2,98006
439500,2050,3,1,98027
802000,2870,3,1.5,98144
732600,2130,4,1,98005
374000,2580,4,2,98056
330000,2380,4,2,98188
365000,1940,4,1,98006
290900,1610,2,2,98178
577000,2060,3,1,98116
280000,1010,2,1,98045
675000,2810,4,2,98074
800000,2380,3,1,98040
299995,1060,2,1,98155
440000,1560,3,1,98034
249500,1500,2,1,98042
690000,970,2,1,98103
235000,1170,3,1,98059
320000,2280,3,2,98001
350000,2800,7,1,98056
334000,1150,4,1.5,98034
235000,2180,6,2,98003
442000,2520,4,2,98059
264000,1760,3,1,98023
275000,1180,2,1,98133
430000,950,2,1,98103
550000,1900,3,2,98007
775000,2300,4,2,98115
603500,2660,6,1,98006
230000,1530,3,1.5,98022
449000,1850,4,1,98126
2075000,4230,4,2,98004
420000,1200,3,1,98115
735000,2270,4,1,98199
200000,1090,3,1,98042
286000,1100,3,2,98106
579000,1640,3,3,98112
345100,1950,3,1,98178
350000,1660,3,1.5,98133
291500,880,3,1.5,98155
649950,1500,3,2,98119
458500,1890,3,2,98136
500000,1150,3,2,98136
362300,2430,3,2,98030
324000,2110,4,1,98058
495000,2950,3,2,98166
233500,1650,3,2,98031
479000,2110,3,2,98072
322200,2010,4,2,98042
835000,3030,4,2,98053
347000,1270,3,1,98011
725000,1610,3,1,98033
345000,1140,3,2,98144
345950,2110,3,2,98042
550000,1840,3,1,98052
399950,1560,3,1,98125
269500,1840,3,1,98031
494000,1830,4,1,98177
453000,2120,4,1,98008
442500,1600,3,1,98034
235000,1450,4,1.5,98168
389800,1880,3,1,98155
346000,1270,3,1,98146
360000,1720,4,1,98125
650000,2400,4,2,98029
290000,1150,3,1,98155
234000,870,2,1,98146
260000,2000,4,2,98042
349900,2420,3,1,98027
275000,1080,3,1,98133
725000,3420,4,2,98077
375000,1870,4,2,98055
806000,2500,4,1,98053
470000,2150,3,2,98059
490000,1470,3,2,98117
615000,2130,5,1.5,98116
249000,1000,3,1,98042
396500,2390,3,1,98125
405000,860,2,1,98107
560000,1960,3,2,98056
459950,2000,4,2,98011
265000,1620,3,1.5,98168
502000,2890,6,1,98008
430000,1300,3,1,98074
525000,1080,2,1,98103
415000,2170,4,1,98178
600000,2260,3,2,98074
225000,1580,3,1,98003
300000,2620,4,2,98042
491234,1540,4,2,98029
1580000,4570,4,2,98177
905000,3440,4,2,98029
199950,1740,5,1,98198
450000,2160,4,1,98117
899000,1480,3,2,98004
649000,2260,2,2,98014
780000,3910,4,2,98027
400000,1700,4,1.5,98019
831500,4470,5,2.5,98072
471001,1800,3,1,98103
385000,1630,3,3,98133
326000,1030,3,1,98072
335000,720,1,1,98117
320000,1890,4,1,98092
300000,1840,4,2,98031
269950,2540,4,2,98032
1220000,3520,4,1.5,98109
590000,3220,4,1.5,98008
750000,1820,3,1.5,98116
239950,1230,3,1,98042
215000,1340,3,1,98168
165000,1200,3,1,98168
261350,1390,3,1,98023
569000,1730,4,1,98103
425000,1580,3,1,98053
800000,3520,4,1,98107
715000,2650,4,1,98029
337000,1310,3,1,98059
560000,2300,4,2,98074
449500,1780,3,1,98034
660000,1980,3,3,98103
685000,1300,2,1,98122
905000,3500,5,2,98006
403500,1830,3,1,98125
405000,1520,3,3,98103
385000,2700,4,2,98042
1700000,2810,3,2,98052
285000,1660,3,2,98042
249900,1310,3,1,98042
633634,2960,4,2,98065
329900,2242,3,2,98092
310000,2540,3,2,98042
345000,1420,3,2,98144
160797,1270,3,2,98108
562500,1300,3,2,98102
664950,3190,5,1,98178
515000,2910,5,2,98106
497000,1630,3,2,98029
312891,2300,5,2,98001
670000,3310,3,2,98136
362500,940,2,2,98144
402101,1020,2,2,98144
